-0.0016 0.42281 -0.1193 -0.3012 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.07543 0.17171 -0.0316 0.36266 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.21210 0.00790 -0.1306 0.02137 0.00000 0.00000 0.00000 0.00000
0.00672 -0.3015 -0.0376 0.05989 -0.3942 0.05131 0.28705 0.10071 0.00000 0.00000 0.00000 0.00000
0.01332 0.38993 -0.0520 -0.2153 -0.1512 -0.1088 0.09357 -0.2316 0.00000 0.00000 0.00000 0.00000
0.01256 -0.0744 -0.1557 -0.1726 -0.6274 -0.0086 0.44526 -0.0297 0.00000 0.00000 0.00000 0.00000
0.00154 -0.0398 -0.0933 -0.1015 -0.3501 -0.0689 0.24024 -0.1514 0.00000 0.00000 0.00000 0.00000
0.00154 -0.0398 -0.0933 -0.1015 0.35013 0.06890 -0.2402 0.15139 0.00000 0.00000 0.00000 0.00000
0.01256 -0.0744 -0.1557 -0.1726 0.62743 0.00862 -0.4453 0.02966 0.00000 0.00000 0.00000 0.00000
0.01332 0.38993 -0.0520 -0.2153 0.15115 0.10877 -0.0936 0.23163 0.00000 0.00000 0.00000 0.00000
0.00672 -0.3015 -0.0376 0.05989 0.39424 -0.0513 -0.2871 -0.1007 0.00000 0.00000 0.00000 0.00000
