-0.0039 0.44073 -0.1014 -0.3334 0.00000 0.00000 0.00000 0.00000 0.00000 -0.0833 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 1.09660 0.20049 0.13488 0.71740 1.52623 0.00000 -0.1579 -0.5517
0.00000 0.00000 0.00000 0.00000 0.43373 -0.0002 -0.0922 -0.0418 0.22330 0.00000 0.12235 0.09845
0.00517 -0.1720 -0.0701 -0.0032 0.03667 -0.0194 0.17543 -0.0308 0.43679 0.48188 0.05695 -0.2227
0.00517 -0.1720 -0.0701 -0.0032 0.03667 -0.0194 0.17543 -0.0308 0.43679 0.48188 0.05695 -0.2227
0.00517 -0.1720 -0.0701 -0.0032 0.03667 -0.0194 0.17543 -0.0308 0.43679 0.48188 0.05695 -0.2227
0.00517 -0.1720 -0.0701 -0.0032 0.03667 -0.0194 0.17543 -0.0308 0.43679 0.48188 0.05695 -0.2227
0.00517 -0.1720 -0.0701 -0.0032 -0.0367 0.01941 -0.1754 0.03084 -0.4368 0.48188 -0.0569 0.22275
0.00517 -0.1720 -0.0701 -0.0032 -0.0367 0.01941 -0.1754 0.03084 -0.4368 0.48188 -0.0569 0.22275
0.00517 -0.1720 -0.0701 -0.0032 -0.0367 0.01941 -0.1754 0.03084 -0.4368 0.48188 -0.0569 0.22275
0.00517 -0.1720 -0.0701 -0.0032 -0.0367 0.01941 -0.1754 0.03084 -0.4368 0.48188 -0.0569 0.22275
