-0.0009 0.56998 -0.1281 -0.4608 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.03155 0.23588 0.02653 0.30944 0.34973 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.01503 0.00332 -0.0317 0.00206 -0.0185 0.00000 0.00000 0.00000
0.00022 0.00234 -0.0024 -0.0042 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00022 0.00234 -0.0024 -0.0042 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00022 0.00234 -0.0024 -0.0042 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00022 0.00234 -0.0024 -0.0042 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00022 0.00234 -0.0024 -0.0042 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00022 0.00234 -0.0024 -0.0042 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00022 0.00234 -0.0024 -0.0042 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00022 0.00234 -0.0024 -0.0042 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
