801
16
0.000000 0.000477 0.000330 -0.000544 -0.000167 -0.000167 -0.000167 -0.000167 -0.001503 -0.001503 -0.001503 -0.001503
0.020000 0.173161 0.187335 -0.143899 -0.021574 -0.021574 -0.021574 -0.021574 -0.338506 -0.338506 -0.338506 -0.338506
0.040000 0.324569 0.366610 -0.234734 0.005769 0.005769 0.005769 0.005769 -0.634310 -0.634310 -0.634310 -0.634310
0.060000 0.447063 0.531067 -0.264750 0.078571 0.078571 0.078571 0.078571 -0.854572 -0.854572 -0.854572 -0.854572
0.080000 0.535430 0.672878 -0.232323 0.188873 0.188873 0.188873 0.188873 -0.973944 -0.973944 -0.973944 -0.973944
0.100000 0.586839 0.783832 -0.142558 0.324878 0.324878 0.324878 0.324878 -0.979002 -0.979002 -0.979002 -0.979002
0.120000 0.600622 0.855922 -0.006669 0.472200 0.472200 0.472200 0.472200 -0.869738 -0.869738 -0.869738 -0.869738
0.140000 0.577941 0.882120 0.159255 0.615395 0.615395 0.615395 0.615395 -0.659457 -0.659457 -0.659457 -0.659457
0.160000 0.521412 0.857245 0.335958 0.739602 0.739602 0.739602 0.739602 -0.373104 -0.373104 -0.373104 -0.373104
0.180000 0.434742 0.778816 0.503027 0.832106 0.832106 0.832106 0.832106 -0.044237 -0.044237 -0.044237 -0.044237
0.200000 0.322413 0.647758 0.640990 0.883663 0.883663 0.883663 0.883663 0.288973 0.288973 0.288973 0.288973
0.220000 0.189462 0.468855 0.733290 0.889430 0.889430 0.889430 0.889430 0.588231 0.588231 0.588231 0.588231
0.240000 0.041335 0.250853 0.767952 0.849409 0.849409 0.849409 0.849409 0.819557 0.819557 0.819557 0.819557
0.260000 -0.116177 0.006161 0.738757 0.768360 0.768360 0.768360 0.768360 0.957139 0.957139 0.957139 0.957139
0.280000 -0.276961 -0.249864 0.645837 0.655205 0.655205 0.655205 0.655205 0.986174 0.986174 0.986174 0.986174
0.300000 -0.434602 -0.499994 0.495629 0.522004 0.522004 0.522004 0.522004 0.904367 0.904367 0.904367 0.904367
0.320000 -0.582438 -0.726494 0.300206 0.382619 0.382619 0.382619 0.382619 0.721958 0.721958 0.721958 0.721958
0.340000 -0.713684 -0.912626 0.076069 0.251230 0.251230 0.251230 0.251230 0.460285 0.460285 0.460285 0.460285
0.360000 -0.821649 -1.044157 -0.157476 0.140865 0.140865 0.140865 0.140865 0.149124 0.149124 0.149124 0.149124
0.380000 -0.900048 -1.110699 -0.380182 0.062115 0.062115 0.062115 0.062115 -0.176879 -0.176879 -0.176879 -0.176879
0.400000 -0.943403 -1.106733 -0.572779 0.022158 0.022158 0.022158 0.022158 -0.482217 -0.482217 -0.482217 -0.482217
0.420000 -0.947479 -1.032201 -0.718756 0.024190 0.024190 0.024190 0.024190 -0.734500 -0.734500 -0.734500 -0.734500
0.440000 -0.909736 -0.892589 -0.805839 0.067301 0.067301 0.067301 0.067301 -0.907935 -0.907935 -0.907935 -0.907935
0.460000 -0.829718 -0.698482 -0.827027 0.146798 0.146798 0.146798 0.146798 -0.985929 -0.985929 -0.985929 -0.985929
